artist,song,genre,year,danceability,energy,duration_ms,explicit,,,,,,,,,
Ariana Grande,Side To Side,pop,2016,0.648,0.738,226160,TRUE,,,,,,,,,
Marshmello,Alone,"pop, Dance/Electronic",2016,0.631,0.953,273802,FALSE,,,,,,,,,
Shawn Mendes,I Know What You Did Last Summer,pop,2015,0.687,0.761,223853,FALSE,,,,,,,,,
Selena Gomez,Same Old Love,pop,2015,0.672,0.593,229080,FALSE,,,,,,,,,
Calvin Harris,My Way,"hip hop, pop, Dance/Electronic",2016,0.818,0.913,219159,FALSE,,,,,,,,,
Fitz and The Tantrums,HandClap,"pop, rock",2016,0.636,0.836,193253,FALSE,,,,,,,,,
Twenty One Pilots,Ride,rock,2015,0.645,0.713,214506,FALSE,,,,,,,,,
Flo Rida,My House,"hip hop, pop",2015,0.688,0.702,192190,FALSE,,,,,,,,,
Ariana Grande,Dangerous Woman,pop,2016,0.677,0.604,235946,FALSE,,,,,,,,,
Anne-Marie,Alarm,"pop, Dance/Electronic",2016,0.756,0.589,205593,TRUE,,,,,,,,,
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),pop,2016,0.728,0.563,217706,FALSE,,,,,,,,,
AlunaGeorge,I'm In Control,"pop, Dance/Electronic",2016,0.734,0.847,209425,FALSE,,,,,,,,,
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),"pop, latin",2016,0.716,0.908,199693,FALSE,,,,,,,,,
MNEK,Never Forget You,Dance/Electronic,2015,0.583,0.732,213427,FALSE,,,,,,,,,
Mike Perry,The Ocean (feat. Shy Martin),"pop, Dance/Electronic",2016,0.632,0.575,183414,FALSE,,,,,,,,,
Drake,Hotline Bling,"hip hop, pop, R&B",2016,0.903,0.62,267066,FALSE,,,,,,,,,
Ariana Grande,Into You,pop,2016,0.623,0.734,244453,FALSE,,,,,,,,,
Shawn Mendes,Treat You Better,pop,2017,0.444,0.819,187973,FALSE,,,,,,,,,
Tory Lanez,Say It,"hip hop, pop, R&B",2016,0.546,0.529,237786,TRUE,,,,,,,,,
Coldplay,Adventure of a Lifetime,"rock, pop",2015,0.638,0.924,263786,FALSE,,,,,,,,,
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,"pop, Dance/Electronic",2016,0.79,0.705,195561,FALSE,,,,,,,,,
SAYGRACE,You Don't Own Me (feat. G-Eazy),"pop, R&B",2016,0.332,0.635,201493,FALSE,,,,,,,,,
X Ambassadors,Renegades,"hip hop, rock, pop",2015,0.526,0.862,195200,FALSE,,,,,,,,,
DNCE,Cake By The Ocean,pop,2016,0.774,0.753,219146,TRUE,,,,,,,,,
99 Souls,The Girl Is Mine,Dance/Electronic,2016,0.683,0.943,216613,FALSE,,,,,,,,,
Illy,Papercuts (feat. Vera Blue),"hip hop, pop, Dance/Electronic",2016,0.369,0.618,255889,FALSE,,,,,,,,,
Kiiara,Gold,"rock, pop, Dance/Electronic",2015,0.6,0.412,225882,FALSE,,,,,,,,,
Kygo,Stole the Show,"pop, Dance/Electronic",2016,0.678,0.633,222813,FALSE,,,,,,,,,
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),pop,2016,0.803,0.585,214480,FALSE,,,,,,,,,
Drake,Pop Style,"hip hop, pop, R&B",2016,0.713,0.462,212946,TRUE,,,,,,,,,
ZAYN,PILLOWTALK,"pop, Dance/Electronic",2016,0.588,0.702,203686,TRUE,,,,,,,,,
Alessia Cara,Here,"pop, R&B",2016,0.376,0.822,199453,FALSE,,,,,,,,,
DJ Snake,Middle,"hip hop, pop, Dance/Electronic",2016,0.611,0.7,220573,FALSE,,,,,,,,,
Sigala,Sweet Lovin' - Radio Edit,"pop, Dance/Electronic",2015,0.683,0.91,202149,FALSE,,,,,,,,,
Drake,Jumpman,"hip hop, pop, R&B",2015,0.852,0.553,205879,TRUE,,,,,,,,,
Charlie Puth,Dangerously,pop,2016,0.696,0.517,199133,FALSE,,,,,,,,,
Nick Jonas,Close,pop,2016,0.654,0.623,234213,FALSE,,,,,,,,,
Jonas Blue,Perfect Strangers,"pop, Dance/Electronic",2016,0.742,0.819,196613,FALSE,,,,,,,,,
Major Lazer,Cold Water (feat. Justin Bieber & MØ),"hip hop, pop, Dance/Electronic",2016,0.608,0.798,185351,FALSE,,,,,,,,,
The Chainsmokers,Roses,"pop, Dance/Electronic",2015,0.713,0.802,226738,FALSE,,,,,,,,,
Tory Lanez,LUV,"hip hop, pop, R&B",2016,0.688,0.541,228640,TRUE,,,,,,,,,
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",pop,2016,0.632,0.702,215413,FALSE,,,,,,,,,
Bryson Tiller,Don't,"hip hop, pop, R&B",2015,0.765,0.356,198293,TRUE,,,,,,,,,
Steve Aoki,Just Hold On,"hip hop, pop, Dance/Electronic",2016,0.647,0.932,198774,FALSE,,,,,,,,,
Clean Bandit,Tears (feat. Louisa Johnson),"pop, Dance/Electronic",2016,0.605,0.77,225914,FALSE,,,,,,,,,
Jonas Blue,Fast Car,"pop, Dance/Electronic",2015,0.459,0.587,212424,FALSE,,,,,,,,,
Flume,Never Be Like You,Dance/Electronic,2016,0.443,0.558,233337,TRUE,,,,,,,,,
Bastille,Good Grief,"pop, rock",2016,0.73,0.758,206493,FALSE,,,,,,,,,
Sia,The Greatest (feat. Kendrick Lamar),pop,2016,0.668,0.725,210226,FALSE,,,,,,,,,
PARTYNEXTDOOR,Not Nice,"hip hop, pop, R&B",2016,0.598,0.496,202661,FALSE,,,,,,,,,
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)","hip hop, pop",2016,0.492,0.275,251033,TRUE,,,,,,,,,
Hilltop Hoods,1955,"hip hop, pop",2016,0.766,0.5,239280,FALSE,,,,,,,,,
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),pop,2016,0.689,0.791,210573,FALSE,,,,,,,,,
Daya,"Sit Still, Look Pretty","rock, pop, Dance/Electronic",2016,0.657,0.739,202221,FALSE,,,,,,,,,
Kent Jones,Don't Mind,hip hop,2016,0.464,0.771,198236,TRUE,,,,,,,,,
Flume,Say It,Dance/Electronic,2016,0.581,0.531,262521,TRUE,,,,,,,,,
Bryson Tiller,Exchange,"hip hop, pop, R&B",2015,0.525,0.433,194613,TRUE,,,,,,,,,
MØ,Final Song,"pop, Dance/Electronic",2016,0.695,0.672,235826,FALSE,,,,,,,,,
Beyoncé,Sorry,"pop, R&B",2016,0.775,0.598,232560,TRUE,,,,,,,,,
Little Mix,Shout Out to My Ex,pop,2017,0.773,0.747,246240,FALSE,,,,,,,,,
The Lumineers,Ophelia,"pop, Folk/Acoustic",2016,0.664,0.576,160097,FALSE,,,,,,,,,
Frank Ocean,Pink + White,"hip hop, pop, R&B",2016,0.544,0.552,184516,FALSE,,,,,,,,,
Drake,Too Good,"hip hop, pop, R&B",2016,0.794,0.653,263373,TRUE,,,,,,,,,
Ed Sheeran,Shape of You,pop,2017,0.825,0.652,233712,FALSE,,,,,,,,,
Sean Paul,No Lie,"hip hop, pop",2018,0.742,0.882,221176,FALSE,,,,,,,,,
Luis Fonsi,Despacito (Featuring Daddy Yankee),"pop, latin",2017,0.66,0.786,228200,FALSE,,,,,,,,,
Sam Smith,Too Good At Goodbyes,pop,2017,0.681,0.372,201000,FALSE,,,,,,,,,
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"pop, Dance/Electronic",2016,0.72,0.763,251088,FALSE,,,,,,,,,
Camila Cabello,Havana (feat. Young Thug),pop,2017,0.768,0.517,216896,FALSE,,,,,,,,,
Imagine Dragons,Thunder,rock,2017,0.6,0.81,187146,FALSE,,,,,,,,,
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),pop,2018,0.783,0.61,214265,FALSE,,,,,,,,,
The Chainsmokers,Something Just Like This,"pop, Dance/Electronic",2017,0.617,0.635,247160,FALSE,,,,,,,,,
Ed Sheeran,Perfect,pop,2017,0.599,0.448,263400,FALSE,,,,,,,,,
MGMT,Little Dark Age,rock,2018,0.705,0.712,299960,FALSE,,,,,,,,,
Travis Scott,goosebumps,"hip hop, Dance/Electronic",2016,0.841,0.728,243836,TRUE,,,,,,,,,
Billie Eilish,Bored,"pop, Dance/Electronic",2017,0.614,0.318,180933,FALSE,,,,,,,,,
Future,Mask Off,"hip hop, pop",2017,0.833,0.434,204600,TRUE,,,,,,,,,
G-Eazy,Him & I,"hip hop, pop",2017,0.589,0.731,268866,TRUE,,,,,,,,,
Maroon 5,Cold (feat. Future),pop,2017,0.697,0.716,234308,TRUE,,,,,,,,,
Rae Sremmurd,Swang,"hip hop, pop",2016,0.681,0.314,208120,TRUE,,,,,,,,,
Lil Peep,Save That Shit,hip hop,2017,0.534,0.583,231546,TRUE,,,,,,,,,
A$AP Ferg,Plain Jane,"hip hop, pop",2017,0.797,0.844,173600,TRUE,,,,,,,,,
French Montana,Unforgettable,"hip hop, pop",2017,0.726,0.769,233901,TRUE,,,,,,,,,
21 Savage,Bank Account,hip hop,2017,0.884,0.347,220306,TRUE,,,,,,,,,
Axwell /\ Ingrosso,More Than You Know,"pop, Dance/Electronic",2017,0.645,0.741,203000,FALSE,,,,,,,,,
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,"pop, Dance/Electronic",2017,0.259,0.437,239000,FALSE,,,,,,,,,
J Balvin,Mi Gente,latin,2017,0.548,0.701,189029,FALSE,,,,,,,,,
Jax Jones,You Don't Know Me - Radio Edit,"hip hop, pop, Dance/Electronic",2016,0.876,0.669,213946,TRUE,,,,,,,,,
Rae Sremmurd,Black Beatles,"hip hop, pop",2016,0.794,0.632,291893,TRUE,,,,,,,,,
Zara Larsson,Ain't My Fault,"pop, Dance/Electronic",2017,0.576,0.782,224030,FALSE,,,,,,,,,
Travis Scott,BUTTERFLY EFFECT,"hip hop, Dance/Electronic",2017,0.763,0.598,190677,FALSE,,,,,,,,,
Ayo & Teo,Rolex,"hip hop, pop",2017,0.804,0.886,238586,FALSE,,,,,,,,,
Lil Uzi Vert,XO Tour Llif3,hip hop,2017,0.732,0.75,182706,TRUE,,,,,,,,,
Imagine Dragons,Whatever It Takes,rock,2017,0.672,0.655,201240,FALSE,,,,,,,,,
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),hip hop,2016,0.886,0.427,177184,TRUE,,,,,,,,,
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"hip hop, pop",2017,0.696,0.817,216408,TRUE,,,,,,,,,
G-Eazy,No Limit,"hip hop, pop",2017,0.838,0.771,245386,TRUE,,,,,,,,,
Playboi Carti,Magnolia,hip hop,2017,0.791,0.582,181812,TRUE,,,,,,,,,
Chord Overstreet,Hold On,"pop, Folk/Acoustic",2017,0.618,0.443,198853,FALSE,,,,,,,,,
Jax Jones,Breathe,"hip hop, pop, Dance/Electronic",2017,0.722,0.744,207629,FALSE,,,,,,,,,
Imagine Dragons,Believer,rock,2017,0.779,0.787,204346,FALSE,,,,,,,,,
Natti Natasha,Criminal,"pop, latin",2017,0.814,0.813,232549,FALSE,,,,,,,,,
Kendrick Lamar,HUMBLE.,hip hop,2017,0.906,0.625,177000,TRUE,,,,,,,,,
Selena Gomez,Fetish (feat. Gucci Mane),pop,2017,0.708,0.618,186112,FALSE,,,,,,,,,
Charlie Puth,Attention,pop,2017,0.774,0.626,211475,FALSE,,,,,,,,,
Big Shaq,Man's Not Hot,"pop, Dance/Electronic",2017,0.905,0.884,186026,FALSE,,,,,,,,,
Anne-Marie,Ciao Adios,"pop, Dance/Electronic",2017,0.698,0.882,200104,FALSE,,,,,,,,,
Rag'n'Bone Man,Human,R&B,2017,0.602,0.707,200186,FALSE,,,,,,,,,
blackbear,do re mi,"hip hop, pop, Dance/Electronic",2017,0.745,0.593,212027,TRUE,,,,,,,,,
Lil Pump,Gucci Gang,hip hop,2017,0.936,0.523,124055,TRUE,,,,,,,,,
Taylor Swift,Look What You Made Me Do,pop,2017,0.766,0.709,211853,FALSE,,,,,,,,,
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),"pop, latin",2017,0.688,0.822,207680,FALSE,,,,,,,,,
Kodak Black,Tunnel Vision,hip hop,2017,0.497,0.489,268186,TRUE,,,,,,,,,
Kendrick Lamar,DNA.,hip hop,2017,0.636,0.517,185946,TRUE,,,,,,,,,
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),hip hop,2017,0.839,0.81,209269,TRUE,,,,,,,,,
XXXTENTACION,Jocelyn Flores,hip hop,2017,0.872,0.391,119133,TRUE,,,,,,,,,
Migos,Bad and Boujee (feat. Lil Uzi Vert),"hip hop, pop",2017,0.926,0.666,343150,TRUE,,,,,,,,,
Yo Gotti,Rake It Up (feat. Nicki Minaj),"hip hop, pop",2017,0.91,0.444,276333,TRUE,,,,,,,,,
Martin Garrix,Scared to Be Lonely,"pop, Dance/Electronic",2017,0.584,0.54,220883,FALSE,,,,,,,,,
Jonas Blue,Mama,"pop, Dance/Electronic",2017,0.739,0.792,181614,FALSE,,,,,,,,,
Martin Jensen,Solo Dance,"pop, Dance/Electronic",2016,0.744,0.836,174933,FALSE,,,,,,,,,
Taylor Swift,...Ready For It?,pop,2017,0.613,0.764,208186,FALSE,,,,,,,,,
David Guetta,2U (feat. Justin Bieber),"hip hop, pop, Dance/Electronic",2017,0.548,0.65,194896,FALSE,,,,,,,,,
Migos,Slippery (feat. Gucci Mane),"hip hop, pop",2017,0.92,0.675,304041,TRUE,,,,,,,,,
Shawn Mendes,There's Nothing Holdin' Me Back,pop,2017,0.857,0.8,199440,FALSE,,,,,,,,,
G-Eazy,Good Life (with G-Eazy & Kehlani),"hip hop, pop",2017,0.572,0.778,225520,FALSE,,,,,,,,,
The Vamps,All Night,pop,2017,0.538,0.804,197640,FALSE,,,,,,,,,
Dua Lipa,New Rules,pop,2017,0.763,0.72,212000,FALSE,,,,,,,,,
Cardi B,Bodak Yellow,"hip hop, pop",2017,0.929,0.723,223962,TRUE,,,,,,,,,
Rag'n'Bone Man,Skin,R&B,2017,0.564,0.745,239626,FALSE,,,,,,,,,
Zara Larsson,I Would Like,"pop, Dance/Electronic",2017,0.486,0.713,226720,FALSE,,,,,,,,,
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),"hip hop, pop",2017,0.671,0.672,204173,TRUE,,,,,,,,,
Post Malone,Congratulations,hip hop,2016,0.63,0.804,220293,TRUE,,,,,,,,,
Avicii,Without You (feat. Sandro Cavazza),"pop, Dance/Electronic",2017,0.662,0.858,181672,TRUE,,,,,,,,,
Clean Bandit,Symphony (feat. Zara Larsson),"pop, Dance/Electronic",2017,0.718,0.609,214866,FALSE,,,,,,,,,
Katy Perry,Chained To The Rhythm,pop,2017,0.562,0.8,237733,FALSE,,,,,,,,,
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),set(),2016,0.807,0.887,144244,FALSE,,,,,,,,,
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","hip hop, pop, Dance/Electronic",2017,0.893,0.745,223413,TRUE,,,,,,,,,
Migos,T-Shirt,"hip hop, pop",2017,0.865,0.687,242407,TRUE,,,,,,,,,
OneRepublic,Rich Love (with Seeb),pop,2017,0.401,0.872,201256,FALSE,,,,,,,,,
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,"rock, pop",2017,0.703,0.868,193613,TRUE,,,,,,,,,
Macklemore,Glorious (feat. Skylar Grey),"hip hop, pop",2017,0.731,0.794,220454,TRUE,,,,,,,,,
Hayden James,NUMB,"pop, Dance/Electronic",2019,0.617,0.558,217296,TRUE,,,,,,,,,
Liam Payne,Strip That Down,pop,2017,0.869,0.485,204502,FALSE,,,,,,,,,
Drake,Passionfruit,"hip hop, pop, R&B",2017,0.809,0.463,298940,TRUE,,,,,,,,,
Justin Bieber,Friends (with BloodPop®),pop,2017,0.744,0.739,189466,FALSE,,,,,,,,,
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","pop, Dance/Electronic",2016,0.735,0.451,245200,FALSE,,,,,,,,,
Alessia Cara,Scars To Your Beautiful,"pop, R&B",2016,0.319,0.739,230226,FALSE,,,,,,,,,
2 Chainz,It's A Vibe,"hip hop, pop",2017,0.822,0.502,210200,TRUE,,,,,,,,,
Starley,Call on Me - Ryan Riback Remix,"pop, Dance/Electronic",2016,0.67,0.838,222040,FALSE,,,,,,,,,
AJR,Weak,rock,2017,0.673,0.637,201160,FALSE,,,,,,,,,
Lana Del Rey,Lust for Life (with The Weeknd),pop,2017,0.499,0.676,264011,FALSE,,,,,,,,,
CNCO,Reggaetón Lento (Remix),"pop, latin",2017,0.623,0.909,188786,FALSE,,,,,,,,,
The Vamps,Middle Of The Night,pop,2017,0.588,0.749,174600,FALSE,,,,,,,,,
The Weeknd,I Feel It Coming,"pop, R&B",2016,0.773,0.819,269186,FALSE,,,,,,,,,
The Chainsmokers,Paris,"pop, Dance/Electronic",2017,0.653,0.658,221506,FALSE,,,,,,,,,
Big Sean,Bounce Back,"hip hop, pop",2017,0.78,0.575,222360,TRUE,,,,,,,,,
Shawn Mendes,Mercy,pop,2017,0.561,0.674,208733,FALSE,,,,,,,,,
Avicii,Lonely Together (feat. Rita Ora),"pop, Dance/Electronic",2017,0.655,0.666,181812,FALSE,,,,,,,,,
Cheat Codes,No Promises (feat. Demi Lovato),"pop, Dance/Electronic",2017,0.741,0.667,223503,FALSE,,,,,,,,,
Bruno Mars,24K Magic,pop,2016,0.818,0.803,225983,FALSE,,,,,,,,,
Lorde,Homemade Dynamite - REMIX,"pop, Dance/Electronic",2017,0.781,0.548,214254,TRUE,,,,,,,,,
Kygo,It Ain't Me (with Selena Gomez),"pop, Dance/Electronic",2017,0.64,0.533,220780,FALSE,,,,,,,,,
Drake,God's Plan,"hip hop, pop, R&B",2018,0.754,0.449,198973,TRUE,,,,,,,,,
Post Malone,rockstar (feat. 21 Savage),hip hop,2018,0.585,0.52,218146,TRUE,,,,,,,,,
Offset,Ric Flair Drip (with Metro Boomin),"hip hop, pop",2017,0.88,0.428,172800,TRUE,,,,,,,,,
G-Eazy,Him & I (with Halsey),"hip hop, pop",2017,0.589,0.731,268866,TRUE,,,,,,,,,
Dynoro,In My Mind,"pop, Dance/Electronic",2018,0.694,0.77,184560,FALSE,,,,,,,,,
Juice WRLD,Lucid Dreams,hip hop,2018,0.511,0.566,239835,TRUE,,,,,,,,,
Zedd,The Middle,"hip hop, pop, Dance/Electronic",2018,0.753,0.657,184732,FALSE,,,,,,,,,
Marshmello,FRIENDS,"pop, Dance/Electronic",2018,0.626,0.88,202620,TRUE,,,,,,,,,
Cardi B,I Like It,"hip hop, pop",2018,0.816,0.726,253390,TRUE,,,,,,,,,
XXXTENTACION,Moonlight,hip hop,2018,0.921,0.537,135090,TRUE,,,,,,,,,
Ariana Grande,no tears left to cry,pop,2018,0.699,0.713,205920,FALSE,,,,,,,,,
Sheck Wes,Mo Bamba,hip hop,2018,0.729,0.625,183906,TRUE,,,,,,,,,
Calvin Harris,One Kiss (with Dua Lipa),"hip hop, pop, Dance/Electronic",2018,0.791,0.862,214846,FALSE,,,,,,,,,
Tyga,Taste (feat. Offset),"hip hop, pop",2018,0.884,0.559,232959,TRUE,,,,,,,,,
Travis Scott,SICKO MODE,"hip hop, Dance/Electronic",2018,0.834,0.73,312820,TRUE,,,,,,,,,
Imagine Dragons,Natural,rock,2018,0.704,0.611,189466,FALSE,,,,,,,,,
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","hip hop, pop, Dance/Electronic",2018,0.842,0.801,212500,TRUE,,,,,,,,,
Marshmello,Spotlight,"pop, Dance/Electronic",2018,0.546,0.822,177600,FALSE,,,,,,,,,
The Weeknd,Pray For Me (with Kendrick Lamar),"pop, R&B",2018,0.735,0.677,211440,TRUE,,,,,,,,,
Billie Eilish,lovely (with Khalid),"pop, Dance/Electronic",2018,0.351,0.296,200185,FALSE,,,,,,,,,
Migos,Walk It Talk It,"hip hop, pop",2018,0.907,0.633,276147,TRUE,,,,,,,,,
Clean Bandit,Solo (feat. Demi Lovato),"pop, Dance/Electronic",2018,0.737,0.636,222653,FALSE,,,,,,,,,
Drake,Nonstop,"hip hop, pop, R&B",2018,0.912,0.412,238614,TRUE,,,,,,,,,
6ix9ine,FEFE,hip hop,2018,0.931,0.387,179404,TRUE,,,,,,,,,
The Weeknd,Call Out My Name,"pop, R&B",2018,0.461,0.593,228373,FALSE,,,,,,,,,
Nio Garcia,Te Boté - Remix,latin,2018,0.903,0.675,417920,TRUE,,,,,,,,,
Migos,MotorSport,"hip hop, pop",2018,0.904,0.518,303076,TRUE,,,,,,,,,
Nicky Jam,X,latin,2019,0.594,0.749,172854,FALSE,,,,,,,,,
XXXTENTACION,SAD!,hip hop,2018,0.74,0.613,166605,TRUE,,,,,,,,,
Becky G,Sin Pijama,"pop, latin",2018,0.791,0.745,188560,FALSE,,,,,,,,,
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","hip hop, pop",2017,0.653,0.718,202804,FALSE,,,,,,,,,
6ix9ine,GUMMO,hip hop,2018,0.66,0.775,157643,TRUE,,,,,,,,,
Jax Jones,Breathe,"hip hop, pop, Dance/Electronic",2017,0.722,0.744,207629,FALSE,,,,,,,,,
The Chainsmokers,Sick Boy,"pop, Dance/Electronic",2018,0.663,0.577,193200,FALSE,,,,,,,,,
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)","hip hop, pop",2018,0.645,0.705,229670,TRUE,,,,,,,,,
Rich The Kid,Plug Walk,"hip hop, pop",2018,0.876,0.519,175229,TRUE,,,,,,,,,
Kendrick Lamar,All The Stars (with SZA),hip hop,2018,0.698,0.633,232186,TRUE,,,,,,,,,
Logic,Everyday,"hip hop, pop",2018,0.667,0.741,204746,TRUE,,,,,,,,,
Jason Derulo,Tip Toe (feat. French Montana),"hip hop, pop",2017,0.845,0.709,187521,FALSE,,,,,,,,,
Ariana Grande,God is a woman,pop,2018,0.602,0.658,197546,TRUE,,,,,,,,,
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,"hip hop, pop",2018,0.713,0.831,332300,TRUE,,,,,,,,,
EO,German,set(),2018,0.862,0.583,170825,FALSE,,,,,,,,,
Dennis Lloyd,Nevermind,pop,2017,0.6,0.688,156600,FALSE,,,,,,,,,
girl in red,we fell in love in october,"pop, rock, Dance/Electronic",2018,0.566,0.366,184153,FALSE,,,,,,,,,
Selena Gomez,Wolves,pop,2017,0.724,0.804,197993,FALSE,,,,,,,,,
Tiësto,Jackie Chan,"pop, Dance/Electronic",2018,0.747,0.834,215759,TRUE,,,,,,,,,
Tom Walker,Leave a Light On,"rock, pop",2017,0.586,0.624,185863,FALSE,,,,,,,,,
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","pop, latin",2018,0.792,0.895,201526,FALSE,,,,,,,,,
Marshmello,Silence,"pop, Dance/Electronic",2017,0.52,0.761,180822,FALSE,,,,,,,,,
5 Seconds of Summer,Youngblood,pop,2018,0.596,0.854,203417,FALSE,,,,,,,,,
Loud Luxury,Body (feat. brando),"pop, Dance/Electronic",2017,0.752,0.764,163216,FALSE,,,,,,,,,
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),pop,2018,0.541,0.787,245453,FALSE,,,,,,,,,
NF,Let You Down,"hip hop, pop",2017,0.662,0.714,212120,FALSE,,,,,,,,,
XXXTENTACION,changes,hip hop,2018,0.669,0.308,121886,FALSE,,,,,,,,,
Maluma,Corazón (feat. Nego do Borel),latin,2018,0.722,0.738,184720,FALSE,,,,,,,,,
Cardi B,Bodak Yellow,"hip hop, pop",2018,0.926,0.703,223712,TRUE,,,,,,,,,
Lil Baby,Yes Indeed,hip hop,2018,0.963,0.346,142273,TRUE,,,,,,,,,
Jonas Blue,Rise,"pop, Dance/Electronic",2018,0.687,0.785,194407,FALSE,,,,,,,,,
David Guetta,Flames,"hip hop, pop, Dance/Electronic",2018,0.631,0.649,194680,FALSE,,,,,,,,,
Ozuna,Vaina Loca,latin,2018,0.754,0.805,176133,FALSE,,,,,,,,,
Charlie Puth,How Long,pop,2018,0.845,0.561,200853,FALSE,,,,,,,,,
Post Malone,Better Now,hip hop,2018,0.68,0.578,231266,TRUE,,,,,,,,,
BlocBoy JB,Look Alive (feat. Drake),"hip hop, pop",2018,0.922,0.581,181263,TRUE,,,,,,,,,
Eminem,River (feat. Ed Sheeran),hip hop,2017,0.748,0.749,221013,TRUE,,,,,,,,,
Marshmello,Happier,"pop, Dance/Electronic",2018,0.687,0.792,214289,FALSE,,,,,,,,,
Dean Lewis,Be Alright,pop,2018,0.553,0.586,196373,TRUE,,,,,,,,,
Charlie Puth,Done for Me (feat. Kehlani),pop,2018,0.856,0.632,180493,FALSE,,,,,,,,,
Migos,Stir Fry,"hip hop, pop",2018,0.817,0.816,190288,TRUE,,,,,,,,,
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","hip hop, pop",2018,0.745,0.346,237240,TRUE,,,,,,,,,
Drake,In My Feelings,"hip hop, pop, R&B",2018,0.835,0.626,217925,TRUE,,,,,,,,,
B Young,Jumanji,"hip hop, Dance/Electronic",2018,0.791,0.473,173153,FALSE,,,,,,,,,
Charlie Puth,The Way I Am,pop,2018,0.755,0.769,186080,FALSE,,,,,,,,,
Reik,Me Niego (feat. Ozuna & Wisin),"pop, latin",2018,0.777,0.779,221653,FALSE,,,,,,,,,
benny blanco,Eastside (with Halsey & Khalid),"hip hop, pop",2018,0.56,0.68,173799,FALSE,,,,,,,,,
Luis Fonsi,Échame La Culpa,"pop, latin",2017,0.733,0.892,173720,FALSE,,,,,,,,,
MK,17,"pop, Dance/Electronic",2017,0.703,0.832,196489,FALSE,,,,,,,,,
Rita Ora,Anywhere,"hip hop, pop, Dance/Electronic",2017,0.628,0.797,215064,FALSE,,,,,,,,,
Banx & Ranx,Answerphone (feat. Yxng Bane),Dance/Electronic,2018,0.671,0.834,190920,FALSE,,,,,,,,,
Ella Mai,Trip,"hip hop, pop, R&B",2018,0.477,0.61,213993,FALSE,,,,,,,,,
Daddy Yankee,Dura,latin,2018,0.783,0.84,200480,FALSE,,,,,,,,,
DJ Khaled,No Brainer,"hip hop, pop",2018,0.552,0.76,260000,TRUE,,,,,,,,,
Anne-Marie,2002,"pop, Dance/Electronic",2018,0.697,0.683,186986,FALSE,,,,,,,,,
Bruno Mars,Finesse - Remix; feat. Cardi B,pop,2017,0.704,0.859,217288,FALSE,,,,,,,,,
FINNEAS,Let's Fall in Love for the Night,"rock, pop, Dance/Electronic",2018,0.737,0.408,190348,TRUE,,,,,,,,,
Hugh Jackman,The Greatest Show,easy listening,2017,0.417,0.824,302146,FALSE,,,,,,,,,
Halsey,Bad At Love,"pop, Dance/Electronic",2017,0.675,0.751,181279,FALSE,,,,,,,,,
Drake,I'm Upset,"hip hop, pop, R&B",2018,0.899,0.586,214466,TRUE,,,,,,,,,
Camila Cabello,Never Be the Same,pop,2018,0.637,0.713,226973,FALSE,,,,,,,,,
M.O,Bad Vibe,"pop, Dance/Electronic",2018,0.813,0.701,214253,FALSE,,,,,,,,,
Dua Lipa,IDGAF,pop,2017,0.836,0.544,217946,TRUE,,,,,,,,,
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),"pop, rock",2018,0.747,0.641,186231,FALSE,,,,,,,,,
Bazzi,Mine,"pop, Dance/Electronic",2018,0.71,0.789,131064,TRUE,,,,,,,,,
Lil Dicky,Freaky Friday (feat. Chris Brown),"hip hop, pop",2018,0.755,0.599,216631,TRUE,,,,,,,,,
Lauv,I Like Me Better,"pop, Dance/Electronic",2018,0.752,0.505,197436,FALSE,,,,,,,,,
